se_name	mesh_id	mesh_term	map_type	se_name_check	drug_count	check
Premature baby	D047928	Premature Birth	UMLS	Premature baby	3	TRUE
Premature delivery	D047928	Premature Birth	UMLS_MEDDRA	Premature delivery	3	TRUE
Premature menopause	D008594	Menopause, Premature	CUI_MATCH	Premature menopause	3	TRUE
Primary pulmonary hypertension	D065627	Familial Primary Pulmonary Hypertension	LOOKUP_EXACT_UMLS_TERM	Primary pulmonary hypertension	3	TRUE
Procedural hypertension	D006973	Hypertension	MANUAL_CURATION	Procedural hypertension	3	TRUE
Procedural hypotension	D007022	Hypotension	REVERSE SUBSTRING MATCH	Procedural hypotension	3	TRUE
Prostatic adenoma	D011470	Prostatic Hyperplasia	LOOKUP_EXACT_UMLS_TERM	Prostatic adenoma	3	TRUE
Prostatism	D053448	Prostatism	TERM_MATCH	Prostatism	3	TRUE
Pseudomonas infection	D011552	Pseudomonas Infections	UMLS_MEDDRA	Pseudomonas infection	3	TRUE
Puberty	D011627	Puberty	UMLS_MEDDRA	Puberty	3	TRUE
Pulmonary arterial hypertension	D000081029	Pulmonary Arterial Hypertension	MM_CUI	Pulmonary arterial hypertension	3	TRUE
Pulmonary infarction	D054060	Pulmonary Infarction	CUI_MATCH	Pulmonary infarction	3	TRUE
Pulmonary mass				Pulmonary mass	3	TRUE
Pulmonary thrombosis	D013927	Thrombosis	REVERSE SUBSTRING MATCH	Pulmonary thrombosis	3	TRUE
Pupillary disorder	D011681	Pupil Disorders	MM_CUI	Pupillary disorder	3	TRUE
Pyloric stenosis	D046248	Pyloric Stenosis, Hypertrophic	UMLS	Pyloric stenosis	3	TRUE
Pyoderma gangrenosum	D017511	Pyoderma Gangrenosum	CUI_MATCH	Pyoderma gangrenosum	3	TRUE
Pyogenic granuloma	D017789	Granuloma, Pyogenic	CUI_MATCH	Pyogenic granuloma	3	TRUE
QRS axis abnormal				QRS axis abnormal	3	TRUE
Quadriplegia	D011782	Quadriplegia	UMLS_MEDDRA	Quadriplegia	3	TRUE
Rash bullous	D005076	Exanthema	REVERSE SUBSTRING MATCH	Rash bullous	3	TRUE
Rash psoriaform	D005076	Exanthema	REVERSE SUBSTRING MATCH	Rash psoriaform	3	TRUE
Rectal discharge				Rectal discharge	3	TRUE
Red cell aplasia	D012010	Red-Cell Aplasia, Pure	CUI_MATCH	Red cell aplasia	3	TRUE
Red man syndrome				Red man syndrome	3	TRUE
Reflex bradycardia	D001919	Bradycardia	REVERSE SUBSTRING MATCH	Reflex bradycardia	3	TRUE
Reflex sympathetic dystrophy	D012019	Reflex Sympathetic Dystrophy	MM_CUI	Reflex sympathetic dystrophy	3	TRUE
Regurgitation of food	D003680	Deglutition Disorders	MANUAL_CURATION	Regurgitation of food	3	TRUE
Renal abscess	D000038	Abscess	REVERSE SUBSTRING MATCH	Renal abscess	3	TRUE
Renal infarct				Renal infarct	3	TRUE
Reproductive tract disorder				Reproductive tract disorder	3	TRUE
Respiratory moniliasis				Respiratory moniliasis	3	TRUE
Retinal pigmentation			FUZZY_MATCH	Retinal pigmentation	3	TRUE
Retinal vascular occlusion				Retinal vascular occlusion	3	TRUE
Retinoic acid syndrome				Retinoic acid syndrome	3	TRUE
Retrosternal discomfort	D002637	Chest Pain	REVERSE SUBSTRING MATCH	Retrosternal discomfort	3	TRUE
Rib fracture	D012253	Rib Fractures	MM_CUI	Rib fracture	3	TRUE
Salivary gland pain	D010146	Pain	REVERSE SUBSTRING MATCH	Salivary gland pain	3	TRUE
Scleral haemorrhage	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Scleral haemorrhage	3	TRUE
Scotoma of blind spot area	D012607	Scotoma	REVERSE SUBSTRING MATCH	Scotoma of blind spot area	3	TRUE
Semen abnormal				Semen abnormal	3	TRUE
Semen analysis abnormal				Semen analysis abnormal	3	TRUE
Serum iron increased				Serum iron increased	3	TRUE
Serum testosterone decreased				Serum testosterone decreased	3	TRUE
Sickle cell anaemia with crisis	D000755	Anemia, Sickle Cell	REVERSE SUBSTRING MATCH	Sickle cell anaemia with crisis	3	TRUE
Skeletal muscle paralysis	D010243	Paralysis	REVERSE SUBSTRING MATCH	Skeletal muscle paralysis	3	TRUE
Skin bleeding				Skin bleeding	3	TRUE
Skin breakdown				Skin breakdown	3	TRUE
Skin xerosis	D007057	Ichthyosis	REVERSE SUBSTRING MATCH	Skin xerosis	3	TRUE
Sleep paralysis	D020188	Sleep Paralysis	CUI_MATCH	Sleep paralysis	3	TRUE
Sleep phase rhythm disturbance				Sleep phase rhythm disturbance	3	TRUE
Sleep terror	D020184	Night Terrors	MM_CUI	Sleep terror	3	TRUE
Sore eye				Sore eye	3	TRUE
Spermatocele	D013088	Spermatocele	TERM_MATCH	Spermatocele	3	TRUE
Splenic rupture	D013161	Splenic Rupture	CUI_MATCH	Splenic rupture	3	TRUE
Spondyloarthropathy	D025242	Spondylarthropathies	UMLS_MEDDRA	Spondyloarthropathy	3	TRUE
Sprue	D002446	Celiac Disease	LOOKUP_EXACT_UMLS_TERM	Sprue	3	TRUE
Staggering gait				Staggering gait	3	TRUE
Stinging skin	D010146	Pain	REVERSE SUBSTRING MATCH	Stinging skin	3	TRUE
Stomach dilation procedure	D013271	Gastric Dilatation	CUI_MATCH	Stomach dilation procedure	3	TRUE
Strabismus	D013285	Strabismus	UMLS_MEDDRA	Strabismus	3	TRUE
Streptococcal infection	D013290	Streptococcal Infections	UMLS_MEDDRA	Streptococcal infection	3	TRUE
Suicidal tendency				Suicidal tendency	3	TRUE
Sulphaemoglobinaemia	D013436	Sulfhemoglobinemia	TERM_MATCH	Sulphaemoglobinaemia	3	TRUE
Superficial punctate keratopathy	D017488	Hyperkeratosis, Epidermolytic	REVERSE SUBSTRING MATCH	Superficial punctate keratopathy	3	TRUE
Swelling of limb	D004487	Edema	REVERSE SUBSTRING MATCH	Swelling of limb	3	TRUE
Symptomatic hyperlactatemia	D065906	Hyperlactatemia	REVERSE SUBSTRING MATCH	Symptomatic hyperlactatemia	3	TRUE
Systolic hypertension	D006973	Hypertension	MANUAL_CURATION	Systolic hypertension	3	TRUE
Tachycardia foetal	D013610	Tachycardia	REVERSE SUBSTRING MATCH	Tachycardia foetal	3	TRUE
Talkativeness				Talkativeness	3	TRUE
Therapy naive				Therapy naive	3	TRUE
Thrombophlebitis injection site	D013924	Thrombophlebitis	REVERSE SUBSTRING MATCH	Thrombophlebitis injection site	3	TRUE
Thrombosis in device	D013927	Thrombosis	REVERSE SUBSTRING MATCH	Thrombosis in device	3	TRUE
Thyroid adenoma	D013964	Thyroid Neoplasms	LOOKUP_EXACT_UMLS_TERM	Thyroid adenoma	3	TRUE
Thyrotoxic crisis	D013958	Thyroid Crisis	CUI_MATCH	Thyrotoxic crisis	3	TRUE
Tight foreskin	D010688	Phimosis	MM_CUI	Tight foreskin	3	TRUE
Tinea versicolour	D014010	Tinea Versicolor	CUI_MATCH	Tinea versicolour	3	TRUE
Tongue blistering	D014060	Tongue Diseases	MANUAL_CURATION	Tongue blistering	3	TRUE
Tongue geographic	D005929	Glossitis, Benign Migratory	MM_CUI	Tongue geographic	3	TRUE
Tooth loss	D016388	Tooth Loss	MM_CUI	Tooth loss	3	TRUE
Toxoplasmosis	D014123	Toxoplasmosis	TERM_MATCH	Toxoplasmosis	3	TRUE
Transaminitis			FUZZY_MATCH	Transaminitis	3	TRUE
Traumatic haematoma	D006406	Hematoma	REVERSE SUBSTRING MATCH	Traumatic haematoma	3	TRUE
Trigger finger	D052582	Trigger Finger Disorder	MM_CUI	Trigger finger	3	TRUE
Underweight	D013851	Thinness	LOOKUP_EXACT_UMLS_TERM	Underweight	3	TRUE
Unexpected therapeutic effect				Unexpected therapeutic effect	3	TRUE
Unspecified circulatory system disorder				Unspecified circulatory system disorder	3	TRUE
Upper gastrointestinal symptoms				Upper gastrointestinal symptoms	3	TRUE
Urinary protein increased				Urinary protein increased	3	TRUE
Urinary tract obstruction				Urinary tract obstruction	3	TRUE
Urine phosphate increased	D010710	Phosphates	REVERSE SUBSTRING MATCH	Urine phosphate increased	3	TRUE
Urine phosphorus increased				Urine phosphorus increased	3	TRUE
Urogenital haemorrhage	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Urogenital haemorrhage	3	TRUE
Uterine enlargement				Uterine enlargement	3	TRUE
Uterine hypertonus				Uterine hypertonus	3	TRUE
Uterine neoplasm	D014594	Uterine Neoplasms	CUI_MATCH	Uterine neoplasm	3	TRUE
Uterine pain	D010146	Pain	REVERSE SUBSTRING MATCH	Uterine pain	3	TRUE
Vaginal burning sensation				Vaginal burning sensation	3	TRUE
Vaginal cyst	D003560	Cysts	REVERSE SUBSTRING MATCH	Vaginal cyst	3	TRUE
Vaginal odour				Vaginal odour	3	TRUE
Vascular pseudoaneurysm	D017541	Aneurysm, False	CUI_MATCH	Vascular pseudoaneurysm	3	TRUE
Vascular resistance systemic	D014655	Vascular Resistance	LOOKUP_REARRANGED	Vascular resistance systemic	3	TRUE
Vasculitic rash	D005076	Exanthema	REVERSE SUBSTRING MATCH	Vasculitic rash	3	TRUE
Vein distended				Vein distended	3	TRUE
Venipuncture site bruise				Venipuncture site bruise	3	TRUE
Ventricular failure				Ventricular failure	3	TRUE
Vessel puncture site bruise				Vessel puncture site bruise	3	TRUE
Viral skin infection	D017193	Skin Diseases, Viral	CUI_MATCH	Viral skin infection	3	TRUE
Visual brightness				Visual brightness	3	TRUE
Visual colour distortions				Visual colour distortions	3	TRUE
Vitamin B6 deficiency	D026681	Vitamin B 6 Deficiency	MM_CUI	Vitamin B6 deficiency	3	TRUE
VIth nerve paralysis	D020434	Abducens Nerve Diseases	MM_CUI	VIth nerve paralysis	3	TRUE
Volume blood increased	D001810	Blood Volume	LOOKUP_REARRANGED	Volume blood increased	3	TRUE
Volume plasma increased	D010953	Plasma Volume	LOOKUP_REARRANGED	Volume plasma increased	3	TRUE
Waist circumference increased	D055105	Waist Circumference	LOOKUP_TRIMMED_UMLS_TERM	Waist circumference increased	3	TRUE
Wakefulness	D014851	Wakefulness	MM_CUI	Wakefulness	3	TRUE
Watery diarrhoea	D003967	Diarrhea	REVERSE SUBSTRING MATCH	Watery diarrhoea	3	TRUE
Wrist fracture	D050723	Fractures, Bone	REVERSE SUBSTRING MATCH	Wrist fracture	3	TRUE
Abasia			FUZZY_MATCH	Abasia	2	TRUE
Abdominal abscess	D018784	Abdominal Abscess	CUI_MATCH	Abdominal abscess	2	TRUE
Abdominal neoplasm	D000008	Abdominal Neoplasms	CUI_MATCH	Abdominal neoplasm	2	TRUE
Acalculous cholecystitis	D042101	Acalculous Cholecystitis	CUI_MATCH	Acalculous cholecystitis	2	TRUE
Acarodermatitis	D012532	Scabies	MANUAL_CURATION	Acarodermatitis	2	TRUE
Acid indigestion				Acid indigestion	2	TRUE
Acidosis hyperchloraemic	D000138	Acidosis	REVERSE SUBSTRING MATCH	Acidosis hyperchloraemic	2	TRUE
Acne cystic	D000152	Acne Vulgaris	REVERSE SUBSTRING MATCH	Acne cystic	2	TRUE
Acquired haemophilia	C536392	Factor 8 deficiency, acquired	EFO_MAP	Acquired haemophilia	2	TRUE
Acrochordon				Acrochordon	2	TRUE
Acute anaphylaxis	D000707	Anaphylaxis	LOOKUP_TRIMMED_UMLS_TERM	Acute anaphylaxis	2	TRUE
Acute appendicitis	D001064	Appendicitis	LOOKUP_TRIMMED_UMLS_TERM	Acute appendicitis	2	TRUE
Acute cystitis	D003556	Cystitis	LOOKUP_TRIMMED_UMLS_TERM	Acute cystitis	2	TRUE
Acute depression	D003863	Depression	LOOKUP_TRIMMED_UMLS_TERM	Acute depression	2	TRUE
Acute graft versus host disease	D006086	Graft vs Host Disease	LOOKUP_TRIMMED_UMLS_TERM	Acute graft versus host disease	2	TRUE
Acute haemolytic anaemia	D000743	Anemia, Hemolytic	LOOKUP_TRIMMED_UMLS_TERM	Acute haemolytic anaemia	2	TRUE
Acute liver damage				Acute liver damage	2	TRUE
Acute myocardial ischemia	D017202	Myocardial Ischemia	LOOKUP_TRIMMED_UMLS_TERM	Acute myocardial ischemia	2	TRUE
Acute phosphate nephropathy	D007674	Kidney Diseases	REVERSE SUBSTRING MATCH	Acute phosphate nephropathy	2	TRUE
Acute promyelocytic leukaemia	D015473	Leukemia, Promyelocytic, Acute	CUI_MATCH	Acute promyelocytic leukaemia	2	TRUE
Acute promyelocytic leukaemia differentiation syndrome	D007938	Leukemia	REVERSE SUBSTRING MATCH	Acute promyelocytic leukaemia differentiation syndrome	2	TRUE
Acute schizophrenia	D012559	Schizophrenia	LOOKUP_TRIMMED_UMLS_TERM	Acute schizophrenia	2	TRUE
Acute urticaria	D014581	Urticaria	LOOKUP_TRIMMED_UMLS_TERM	Acute urticaria	2	TRUE
Adnexa uteri pain	D010146	Pain	REVERSE SUBSTRING MATCH	Adnexa uteri pain	2	TRUE
Adrenal disorder	D000307	Adrenal Gland Diseases	MM_CUI	Adrenal disorder	2	TRUE
Adrenergic syndrome			FUZZY_MATCH	Adrenergic syndrome	2	TRUE
Advanced cancer				Advanced cancer	2	TRUE
Aggravation of existing disorder				Aggravation of existing disorder	2	TRUE
Agoraphobia	D000379	Agoraphobia	MM_CUI	Agoraphobia	2	TRUE
Albinism	D000417	Albinism	TERM_MATCH	Albinism	2	TRUE
Albumin high				Albumin high	2	TRUE
Alcohol intoxication	D000435	Alcoholic Intoxication	UMLS_MEDDRA	Alcohol intoxication	2	TRUE
Alcohol withdrawal syndrome	D013375	Substance Withdrawal Syndrome	REVERSE SUBSTRING MATCH	Alcohol withdrawal syndrome	2	TRUE
Allergic exanthema	D005076	Exanthema	REVERSE SUBSTRING MATCH	Allergic exanthema	2	TRUE
Allergic sinusitis	D012852	Sinusitis	REVERSE SUBSTRING MATCH	Allergic sinusitis	2	TRUE
Alveolar proteinosis	D011649	Pulmonary Alveolar Proteinosis	UMLS_MEDDRA	Alveolar proteinosis	2	TRUE
Amaurosis fugax	D020757	Amaurosis Fugax	CUI_MATCH	Amaurosis fugax	2	TRUE
Amenorrhea secondary	D000568	Amenorrhea	REVERSE SUBSTRING MATCH	Amenorrhea secondary	2	TRUE
Ammonia increased	D000641	Ammonia	LOOKUP_TRIMMED_UMLS_TERM	Ammonia increased	2	TRUE
ANA increased				ANA increased	2	TRUE
Anal abscess	D000038	Abscess	REVERSE SUBSTRING MATCH	Anal abscess	2	TRUE
Anal cancer	D001005	Anus Neoplasms	LOOKUP_EXACT_UMLS_TERM	Anal cancer	2	TRUE
Anal inflammation	D007249	Inflammation	REVERSE SUBSTRING MATCH	Anal inflammation	2	TRUE
Animal bite				Animal bite	2	TRUE
Anisocytosis				Anisocytosis	2	TRUE
Anterior chamber cell			FUZZY_MATCH	Anterior chamber cell	2	TRUE
Anterior ischemic optic neuropathy	D018917	Optic Neuropathy, Ischemic	LOOKUP_EXACT_UMLS_TERM	Anterior ischemic optic neuropathy	2	TRUE
Antibody test positive				Antibody test positive	2	TRUE
Antidiuretic hormone abnormality				Antidiuretic hormone abnormality	2	TRUE
Anus disorder	D001004	Anus Diseases	MM_CUI	Anus disorder	2	TRUE
Anxiety state	D001007	Anxiety	REVERSE SUBSTRING MATCH	Anxiety state	2	TRUE
Apgar score low				Apgar score low	2	TRUE
Application site anaesthesia	D000758	Anesthesia	DATASETS_XREF	Application site anaesthesia	2	TRUE
Application site hyperaesthesia	D006941	Hyperesthesia	REVERSE SUBSTRING MATCH	Application site hyperaesthesia	2	TRUE
Application site pigmentation changes				Application site pigmentation changes	2	TRUE
Application site scab	D012532	Scabies	REVERSE SUBSTRING MATCH	Application site scab	2	TRUE
Arcus lipoides				Arcus lipoides	2	TRUE
Arterial aneurysm	D000783	Aneurysm	REVERSE SUBSTRING MATCH	Arterial aneurysm	2	TRUE
Arteriosclerosis coronary artery	D003324	Coronary Artery Disease	LOOKUP_EXACT_MEDDRA_TERM	Arteriosclerosis coronary artery	2	TRUE
Arthralgia aggravated	D018771	Arthralgia	REVERSE SUBSTRING MATCH	Arthralgia aggravated	2	TRUE
Arthritis infective	D001170	Arthritis, Infectious	EFO_MAP	Arthritis infective	2	TRUE
Arthropod sting				Arthropod sting	2	TRUE
Aseptic necrosis of bone	D010020	Osteonecrosis	LOOKUP_EXACT_UMLS_TERM	Aseptic necrosis of bone	2	TRUE
Aspiration pneumonitis				Aspiration pneumonitis	2	TRUE
Assault				Assault	2	TRUE
Asteatosis				Asteatosis	2	TRUE
Astrocytoma	D001254	Astrocytoma	EFO_MAP	Astrocytoma	2	TRUE
Atheroma	D058226	Plaque, Atherosclerotic	LOOKUP_EXACT_UMLS_TERM	Atheroma	2	TRUE
Atherothrombosis				Atherothrombosis	2	TRUE
Attention concentration difficulty	D001288	Attention	REVERSE SUBSTRING MATCH	Attention concentration difficulty	2	TRUE
Atypical femur fracture	D050723	Fractures, Bone	REVERSE SUBSTRING MATCH	Atypical femur fracture	2	TRUE
Atypical mycobacterial infection	D009165	Mycobacterium Infections, Nontuberculous	CUI_MATCH	Atypical mycobacterial infection	2	TRUE
Autoimmune thrombocytopenia	D016553	Purpura, Thrombocytopenic, Idiopathic	LOOKUP_EXACT_UMLS_TERM	Autoimmune thrombocytopenia	2	TRUE
Back pain aggravated	D010146	Pain	REVERSE SUBSTRING MATCH	Back pain aggravated	2	TRUE
Back strain				Back strain	2	TRUE
Balanitis candida	D001446	Balanitis	REVERSE SUBSTRING MATCH	Balanitis candida	2	TRUE
Battery				Battery	2	TRUE
Bedridden				Bedridden	2	TRUE
Benign gastrointestinal neoplasm	D009369	Neoplasms	REVERSE SUBSTRING MATCH	Benign gastrointestinal neoplasm	2	TRUE
Benign hydatidiform mole	D006828	Hydatidiform Mole	REVERSE SUBSTRING MATCH	Benign hydatidiform mole	2	TRUE
Benign prostatic hypertrophy	D011470	Prostatic Hyperplasia	LOOKUP_EXACT_UMLS_TERM	Benign prostatic hypertrophy	2	TRUE
Biliary fibrosis	D005355	Fibrosis	REVERSE SUBSTRING MATCH	Biliary fibrosis	2	TRUE
Biliary tract disorder	D001660	Biliary Tract Diseases	MM_CUI	Biliary tract disorder	2	TRUE
Bilirubin total decreased				Bilirubin total decreased	2	TRUE
Bilirubin total low				Bilirubin total low	2	TRUE
Bilirubin value increased				Bilirubin value increased	2	TRUE
Birth weight low	D007230	Infant, Low Birth Weight	LOOKUP_REARRANGED	Birth weight low	2	TRUE
BK virus infection	D003141	Communicable Diseases	REVERSE SUBSTRING MATCH	BK virus infection	2	TRUE
Bladder dilatation				Bladder dilatation	2	TRUE
Bladder fibrosis	D005355	Fibrosis	REVERSE SUBSTRING MATCH	Bladder fibrosis	2	TRUE
Bladder stenosis				Bladder stenosis	2	TRUE
Blanching of skin				Blanching of skin	2	TRUE
Blast cell crisis	D001752	Blast Crisis	CUI_MATCH	Blast cell crisis	2	TRUE
Blepharal pigmentation				Blepharal pigmentation	2	TRUE
Blepharitis allergic	D001762	Blepharitis	REVERSE SUBSTRING MATCH	Blepharitis allergic	2	TRUE
Blighted ovum				Blighted ovum	2	TRUE
Blindness, both eyes	D001766	Blindness	REVERSE SUBSTRING MATCH	Blindness, both eyes	2	TRUE
Blood antidiuretic hormone abnormal				Blood antidiuretic hormone abnormal	2	TRUE
Blood bicarbonate increased				Blood bicarbonate increased	2	TRUE
Blood bilirubin unconjugated increased				Blood bilirubin unconjugated increased	2	TRUE
Blood calcium abnormal				Blood calcium abnormal	2	TRUE
Blood cholesterol abnormal				Blood cholesterol abnormal	2	TRUE
Blood creatine phosphokinase MB increased	D003401	Creatine	REVERSE SUBSTRING MATCH	Blood creatine phosphokinase MB increased	2	TRUE
Blood gases abnormal				Blood gases abnormal	2	TRUE
Blood glucose fluctuation	D005947	Glucose	REVERSE SUBSTRING MATCH	Blood glucose fluctuation	2	TRUE
Blood pH decreased				Blood pH decreased	2	TRUE
Blood potassium abnormal	D011188	Potassium	REVERSE SUBSTRING MATCH	Blood potassium abnormal	2	TRUE
Blood pressure abnormal	D011312	Pressure	REVERSE SUBSTRING MATCH	Blood pressure abnormal	2	TRUE
Blood pressure normal	D011312	Pressure	REVERSE SUBSTRING MATCH	Blood pressure normal	2	TRUE
Blood urea abnormal	D014508	Urea	REVERSE SUBSTRING MATCH	Blood urea abnormal	2	TRUE
Blood uric acid decreased	D014527	Uric Acid	REVERSE SUBSTRING MATCH	Blood uric acid decreased	2	TRUE
Bone marrow disorder	D001855	Bone Marrow Diseases	UMLS_MEDDRA	Bone marrow disorder	2	TRUE
Bone metabolism disorder	D001851	Bone Diseases, Metabolic	CUI_MATCH	Bone metabolism disorder	2	TRUE
Bowen's disease	D001913	Bowen's Disease	MM_CUI	Bowen's disease	2	TRUE
Bradycardia-tachycardia syndrome	D013610	Tachycardia	REVERSE SUBSTRING MATCH	Bradycardia-tachycardia syndrome	2	TRUE
Bradypsychic response				Bradypsychic response	2	TRUE
Brain abscess	D001922	Brain Abscess	MM_CUI	Brain abscess	2	TRUE
Brain neoplasm benign	D001932	Brain Neoplasms	LOOKUP_REARRANGED	Brain neoplasm benign	2	TRUE
Brain stem haemorrhage	D006470	Hemorrhage	REVERSE SUBSTRING MATCH	Brain stem haemorrhage	2	TRUE
Breast calcifications				Breast calcifications	2	TRUE
Breast cancer female	D001943	Breast Neoplasms	REVERSE SUBSTRING MATCH	Breast cancer female	2	TRUE
Breast disorder female	D001941	Breast Diseases	REVERSE SUBSTRING MATCH	Breast disorder female	2	TRUE
Breast microcalcification				Breast microcalcification	2	TRUE
Breast neoplasm benign female	D009369	Neoplasms	REVERSE SUBSTRING MATCH	Breast neoplasm benign female	2	TRUE
Breast oedema	D004487	Edema	REVERSE SUBSTRING MATCH	Breast oedema	2	TRUE
Breast tension	D001007	Anxiety	REVERSE SUBSTRING MATCH	Breast tension	2	TRUE
Bronchitis viral	D001991	Bronchitis	REVERSE SUBSTRING MATCH	Bronchitis viral	2	TRUE
Bronchopneumopathy				Bronchopneumopathy	2	TRUE
Brown urine				Brown urine	2	TRUE
Buccal inflammation	D007249	Inflammation	REVERSE SUBSTRING MATCH	Buccal inflammation	2	TRUE
Buccal mucosa ulceration				Buccal mucosa ulceration	2	TRUE
Budd-Chiari syndrome	D006502	Budd-Chiari Syndrome	UMLS_MEDDRA	Budd-Chiari syndrome	2	TRUE
Bulimia	D002032	Bulimia	UMLS_MEDDRA	Bulimia	2	TRUE
Burn	D002056	Burns	CUI_MATCH	Burn	2	TRUE
Burns second degree	D002056	Burns	REVERSE SUBSTRING MATCH	Burns second degree	2	TRUE
Capillary fragility	D002198	Capillary Fragility	LOOKUP_EXACT_UMLS_TERM	Capillary fragility	2	TRUE
Carbuncle	D002270	Carbuncle	TERM_MATCH	Carbuncle	2	TRUE
Carcinoma colon	D002277	Carcinoma	REVERSE SUBSTRING MATCH	Carcinoma colon	2	TRUE
Cardiomyopathy secondary NOS	D009202	Cardiomyopathies	LOOKUP_REARRANGED	Cardiomyopathy secondary NOS	2	TRUE
Carotid bruit				Carotid bruit	2	TRUE
Carpo-pedal spasm	D013035	Spasm	REVERSE SUBSTRING MATCH	Carpo-pedal spasm	2	TRUE
Cataract traumatic	D002386	Cataract	REVERSE SUBSTRING MATCH	Cataract traumatic	2	TRUE
Catheter site phlebitis	D010689	Phlebitis	REVERSE SUBSTRING MATCH	Catheter site phlebitis	2	TRUE
Catheter thrombosis	D013927	Thrombosis	REVERSE SUBSTRING MATCH	Catheter thrombosis	2	TRUE
Central nervous system infection	D002494	Central Nervous System Infections	CUI_MATCH	Central nervous system infection	2	TRUE
Central obesity	D056128	Obesity, Abdominal	MM_CUI	Central obesity	2	TRUE
Cerebellar infarction	D007238	Infarction	REVERSE SUBSTRING MATCH	Cerebellar infarction	2	TRUE
Cerebral arteriosclerosis	D002537	Intracranial Arteriosclerosis	LOOKUP_EXACT_UMLS_TERM	Cerebral arteriosclerosis	2	TRUE
Cerebral atrophy	D001284	Atrophy	REVERSE SUBSTRING MATCH	Cerebral atrophy	2	TRUE
Cerebral haematoma	D006406	Hematoma	REVERSE SUBSTRING MATCH	Cerebral haematoma	2	TRUE
Cerebral venous thrombosis	D020246	Venous Thrombosis	REVERSE SUBSTRING MATCH	Cerebral venous thrombosis	2	TRUE
Cerebrospinal fluid leakage	D065634	Cerebrospinal Fluid Leak	CUI_MATCH	Cerebrospinal fluid leakage	2	TRUE
Cervical discharge				Cervical discharge	2	TRUE
Cervical smear test positive				Cervical smear test positive	2	TRUE
Chemical injury	D014947	Wounds and Injuries	REVERSE SUBSTRING MATCH	Chemical injury	2	TRUE
Chest pressure sensation of	D011312	Pressure	REVERSE SUBSTRING MATCH	Chest pressure sensation of	2	TRUE
Chest X-ray abnormal				Chest X-ray abnormal	2	TRUE
Cholangiocarcinoma	D001650	Bile Duct Neoplasms	EFO_MAP	Cholangiocarcinoma	2	TRUE
Cholecystitis and cholelithiasis	D002769	Cholelithiasis	REVERSE SUBSTRING MATCH	Cholecystitis and cholelithiasis	2	TRUE
Cholecystitis chronic	D042101	Acalculous Cholecystitis	REVERSE SUBSTRING MATCH	Cholecystitis chronic	2	TRUE
Cholestatic liver injury	D056486	Chemical and Drug Induced Liver Injury	REVERSE SUBSTRING MATCH	Cholestatic liver injury	2	TRUE
Chondropathy	D002357	Cartilage Diseases	MM_CUI	Chondropathy	2	TRUE
Chorioretinitis	D002825	Chorioretinitis	UMLS_MEDDRA	Chorioretinitis	2	TRUE
Choroiditis	D015866	Uveitis, Posterior	CUI_MATCH	Choroiditis	2	TRUE
Chronic conjunctivitis	D003231	Conjunctivitis	LOOKUP_TRIMMED_UMLS_TERM	Chronic conjunctivitis	2	TRUE
Chronic graft versus host disease	D006086	Graft vs Host Disease	LOOKUP_TRIMMED_UMLS_TERM	Chronic graft versus host disease	2	TRUE
Chronic interstitial nephritis	D009395	Nephritis, Interstitial	LOOKUP_TRIMMED_UMLS_TERM	Chronic interstitial nephritis	2	TRUE
Chronic kidney disease	D051436	Renal Insufficiency, Chronic	LOOKUP_EXACT_UMLS_TERM	Chronic kidney disease	2	TRUE
Chronic phase chronic myeloid leukemia	D015466	Leukemia, Myeloid, Chronic-Phase	CUI_MATCH	Chronic phase chronic myeloid leukemia	2	TRUE
Chronic renal insufficiency	D051436	Renal Insufficiency, Chronic	CUI_MATCH	Chronic renal insufficiency	2	TRUE
Chronic sinusitis	D012852	Sinusitis	LOOKUP_TRIMMED_UMLS_TERM	Chronic sinusitis	2	TRUE
Ciliary muscle spasm	D013035	Spasm	REVERSE SUBSTRING MATCH	Ciliary muscle spasm	2	TRUE
Circadian rhythm sleep disorder	D020178	Sleep Disorders, Circadian Rhythm	UMLS_MEDDRA	Circadian rhythm sleep disorder	2	TRUE
Cirrhosis alcoholic	D008104	Liver Cirrhosis, Alcoholic	EFO_MAP	Cirrhosis alcoholic	2	TRUE
Claustrophobia	D010698	Phobic Disorders	LOOKUP_EXACT_UMLS_TERM	Claustrophobia	2	TRUE
Cleft lip	D002971	Cleft Lip	CUI_MATCH	Cleft lip	2	TRUE
Coagulation test abnormal				Coagulation test abnormal	2	TRUE
Coccydynia				Coccydynia	2	TRUE
Cognitive deterioration				Cognitive deterioration	2	TRUE
Cold hands				Cold hands	2	TRUE
Collapse			FUZZY_MATCH	Collapse	2	TRUE
Colorectal cancer	D015179	Colorectal Neoplasms	LOOKUP_EXACT_UMLS_TERM	Colorectal cancer	2	TRUE
Colorectal cancer metastatic	D015179	Colorectal Neoplasms	REVERSE SUBSTRING MATCH	Colorectal cancer metastatic	2	TRUE
Complete hearing loss	D003638	Deafness	LOOKUP_EXACT_UMLS_TERM	Complete hearing loss	2	TRUE
Complication of pregnancy	D011248	Pregnancy Complications	MM_CUI	Complication of pregnancy	2	TRUE
Compression fracture	D050815	Fractures, Compression	CUI_MATCH	Compression fracture	2	TRUE
